CLUTCH_NUMBER	MALE	FEMALE	REGION	POPULATION	DATE_OF_HATCH	DATE_SAMPLED	AGE_DAYS	DEV_TEMP	TANK	REP	LENGTH	MASS	EXPERIMENT	NOTES		
69	LCKM164	LCKM156	leading	Cockermouth Island	30/01/2023	16/06/2023	137	30	352	1	32.56	1.3183	growth			
69	LCKM164	LCKM156	leading	Cockermouth Island	30/01/2023	16/06/2023	137	30	352	1	31.23	1.0361	growth			
69	LCKM164	LCKM156	leading	Cockermouth Island	30/01/2023	16/06/2023	137	30	352	1	33.16	1.1949	growth			
69	LCKM164	LCKM156	leading	Cockermouth Island	30/01/2023	16/06/2023	137	30	352	1	33.99	1.2433	growth			
69	LCKM164	LCKM156	leading	Cockermouth Island	30/01/2023	16/06/2023	137	30	352	1	30.56	0.9956	growth			
69	LCKM164	LCKM156	leading	Cockermouth Island	30/01/2023	16/06/2023	137	30	352	1	30.72	1.0321	growth			
69	LCKM164	LCKM156	leading	Cockermouth Island	30/01/2023	1/06/2023	122	30	352	1	35.11	1.4967	CTmax			
69	LCKM164	LCKM156	leading	Cockermouth Island	30/01/2023	1/06/2023	122	30	352	1	33.25	1.2694	CTmax			
69	LCKM164	LCKM156	leading	Cockermouth Island	30/01/2023	1/06/2023	122	30	352	1	29.05	0.9562	CTmax			
69	LCKM164	LCKM156	leading	Cockermouth Island	30/01/2023	1/06/2023	122	30	352	1	35.13	1.6102	CTmax			
69	LCKM164	LCKM156	leading	Cockermouth Island	30/01/2023	1/06/2023	122	30	352	1	32.14	1.1043	CTmax			
69	LCKM164	LCKM156	leading	Cockermouth Island	30/01/2023	16/06/2023	137	30	129	2	37.87	1.7477	growth			
69	LCKM164	LCKM156	leading	Cockermouth Island	30/01/2023	16/06/2023	137	30	129	2	34.98	1.3072	growth			
69	LCKM164	LCKM156	leading	Cockermouth Island	30/01/2023	16/06/2023	137	30	129	2	33.85	1.2369	growth			
69	LCKM164	LCKM156	leading	Cockermouth Island	30/01/2023	16/06/2023	137	30	129	2	31.73	1.0102	growth			
69	LCKM164	LCKM156	leading	Cockermouth Island	30/01/2023	16/06/2023	137	30	129	2	32.12	1.0964	growth			
69	LCKM164	LCKM156	leading	Cockermouth Island	30/01/2023	16/06/2023	137	30	129	2	30.55	0.8969	growth			
69	LCKM164	LCKM156	leading	Cockermouth Island	30/01/2023	16/06/2023	137	30	129	2	33.75	1.2363	growth			
69	LCKM164	LCKM156	leading	Cockermouth Island	30/01/2023	16/06/2023	137	30	129	2	34.56	1.2515	growth			
69	LCKM164	LCKM156	leading	Cockermouth Island	30/01/2023	16/06/2023	137	30	129	2	28.77	0.8309	growth			
69	LCKM164	LCKM156	leading	Cockermouth Island	30/01/2023	16/06/2023	137	30	129	2	29.11	0.7908	growth			
69	LCKM164	LCKM156	leading	Cockermouth Island	30/01/2023	16/06/2023	137	30	129	2	27.36	0.6624	growth			
69	LCKM164	LCKM156	leading	Cockermouth Island	30/01/2023	16/06/2023	137	30	129	2	22.77	0.3532	growth			
69	LCKM164	LCKM156	leading	Cockermouth Island	30/01/2023	16/06/2023	137	30	129	2	25.56	0.5226	growth			
69	LCKM164	LCKM156	leading	Cockermouth Island	30/01/2023	6/06/2023	127	30	129	2	27.35	0.7337	CTmax			
69	LCKM164	LCKM156	leading	Cockermouth Island	30/01/2023	6/06/2023	127	30	129	2	32.73	1.3666	CTmax			
69	LCKM164	LCKM156	leading	Cockermouth Island	30/01/2023	6/06/2023	127	30	129	2	27.95	0.8533	CTmax			
69	LCKM164	LCKM156	leading	Cockermouth Island	30/01/2023	6/06/2023	127	30	129	2	29.56	0.9943	CTmax			
69	LCKM164	LCKM156	leading	Cockermouth Island	30/01/2023	6/06/2023	127	30	129	2	29.53	1.0643	CTmax			
69	LCKM164	LCKM156	leading	Cockermouth Island	30/01/2023	6/06/2023	127	30	129	2	32.73	1.3666	Resp			
69	LCKM164	LCKM156	leading	Cockermouth Island	30/01/2023	6/06/2023	127	30	129	2	27.95	0.8533	Resp			
69	LCKM164	LCKM156	leading	Cockermouth Island	30/01/2023	16/06/2023	137	31.5	259	1	30.31	1.0600	LN			
69	LCKM164	LCKM156	leading	Cockermouth Island	30/01/2023	16/06/2023	137	31.5	259	1	28.66	0.9230	LN			
69	LCKM164	LCKM156	leading	Cockermouth Island	30/01/2023	16/06/2023	137	31.5	259	1	24.41	0.6600	LN			
69	LCKM164	LCKM156	leading	Cockermouth Island	30/01/2023	16/06/2023	137	31.5	259	1	32.27	1.1727	growth			
69	LCKM164	LCKM156	leading	Cockermouth Island	30/01/2023	16/06/2023	137	31.5	259	1	28.82	0.8316	growth			
69	LCKM164	LCKM156	leading	Cockermouth Island	30/01/2023	16/06/2023	137	31.5	259	1	29.82	0.7592	growth			
69	LCKM164	LCKM156	leading	Cockermouth Island	30/01/2023	16/06/2023	137	31.5	259	1	29.94	0.9541	growth			
69	LCKM164	LCKM156	leading	Cockermouth Island	30/01/2023	16/06/2023	137	31.5	259	1	27.68	0.6994	growth			
69	LCKM164	LCKM156	leading	Cockermouth Island	30/01/2023	16/06/2023	137	31.5	259	1	29.98	0.8413	growth			
69	LCKM164	LCKM156	leading	Cockermouth Island	30/01/2023	16/06/2023	137	31.5	259	1	27.68	0.7321	growth			
69	LCKM164	LCKM156	leading	Cockermouth Island	30/01/2023	16/06/2023	137	31.5	259	1	28.85	0.7679	growth			
69	LCKM164	LCKM156	leading	Cockermouth Island	30/01/2023	1/06/2023	122	31.5	259	1	29.43	0.9367	CTmax			
69	LCKM164	LCKM156	leading	Cockermouth Island	30/01/2023	1/06/2023	122	31.5	259	1	28.06	0.8287	CTmax			
69	LCKM164	LCKM156	leading	Cockermouth Island	30/01/2023	1/06/2023	122	31.5	259	1	31.95	1.2339	CTmax			
69	LCKM164	LCKM156	leading	Cockermouth Island	30/01/2023	1/06/2023	122	31.5	259	1	29.59	0.9244	CTmax			
69	LCKM164	LCKM156	leading	Cockermouth Island	30/01/2023	1/06/2023	122	31.5	259	1	29.77	0.9530	CTmax			
69	LCKM164	LCKM156	leading	Cockermouth Island	30/01/2023	16/06/2023	137	31.5	224	2	34.62	1.3643	growth			
69	LCKM164	LCKM156	leading	Cockermouth Island	30/01/2023	16/06/2023	137	31.5	224	2	30.10	0.8156	growth			
69	LCKM164	LCKM156	leading	Cockermouth Island	30/01/2023	16/06/2023	137	31.5	224	2	31.61	0.9684	growth			
69	LCKM164	LCKM156	leading	Cockermouth Island	30/01/2023	16/06/2023	137	31.5	224	2	27.90	0.7227	growth			
69	LCKM164	LCKM156	leading	Cockermouth Island	30/01/2023	16/06/2023	137	31.5	224	2	30.96	0.8943	growth			
69	LCKM164	LCKM156	leading	Cockermouth Island	30/01/2023	16/06/2023	137	31.5	224	2	31.22	0.9460	growth			
69	LCKM164	LCKM156	leading	Cockermouth Island	30/01/2023	16/06/2023	137	31.5	224	2	34.93	1.2486	growth			
69	LCKM164	LCKM156	leading	Cockermouth Island	30/01/2023	16/06/2023	137	31.5	224	2	29.18	0.7601	growth			
69	LCKM164	LCKM156	leading	Cockermouth Island	30/01/2023	16/06/2023	137	31.5	224	2	28.65	0.8248	growth			
69	LCKM164	LCKM156	leading	Cockermouth Island	30/01/2023	16/06/2023	137	31.5	224	2	26.64	0.6880	growth			
69	LCKM164	LCKM156	leading	Cockermouth Island	30/01/2023	16/06/2023	137	31.5	224	2	27.00	0.5927	growth			
69	LCKM164	LCKM156	leading	Cockermouth Island	30/01/2023	16/06/2023	137	31.5	224	2	27.82	0.7016	growth			
69	LCKM164	LCKM156	leading	Cockermouth Island	30/01/2023	16/06/2023	137	31.5	224	2	21.48	0.2981	growth			
69	LCKM164	LCKM156	leading	Cockermouth Island	30/01/2023	6/06/2023	127	31.5	224	2	32.58	1.2994	CTmax			
69	LCKM164	LCKM156	leading	Cockermouth Island	30/01/2023	6/06/2023	127	31.5	224	2	32.72	1.3857	CTmax			
69	LCKM164	LCKM156	leading	Cockermouth Island	30/01/2023	6/06/2023	127	31.5	224	2	35.21	1.8164	CTmax			
69	LCKM164	LCKM156	leading	Cockermouth Island	30/01/2023	6/06/2023	127	31.5	224	2	32.83	1.3372	CTmax			
69	LCKM164	LCKM156	leading	Cockermouth Island	30/01/2023	6/06/2023	127	31.5	224	2	23.03	0.4614	CTmax			
69	LCKM164	LCKM156	leading	Cockermouth Island	30/01/2023	11/06/2023	132	31.5	259	1	29.41	0.9521	Resp			
69	LCKM164	LCKM156	leading	Cockermouth Island	30/01/2023	11/06/2023	132	31.5	259	1	30.68	1.0899	Resp			
74	LSBI023	LCHA118	leading	Chauvel Reef/St. Bee's Island	1/02/2023	16/06/2023	135	28.5	241	2	31.94	1.3300	LN			
74	LSBI023	LCHA118	leading	Chauvel Reef/St. Bee's Island	1/02/2023	16/06/2023	135	28.5	241	2	28.94	0.9900	LN			
74	LSBI023	LCHA118	leading	Chauvel Reef/St. Bee's Island	1/02/2023	16/06/2023	135	28.5	241	2	28.09	0.8050	LN			
74	LSBI023	LCHA118	leading	Chauvel Reef/St. Bee's Island	1/02/2023	16/06/2023	135	28.5	241	2	33.68	1.3866	growth			
74	LSBI023	LCHA118	leading	Chauvel Reef/St. Bee's Island	1/02/2023	16/06/2023	135	28.5	241	2	29.49	0.9632	growth			
74	LSBI023	LCHA118	leading	Chauvel Reef/St. Bee's Island	1/02/2023	16/06/2023	135	28.5	241	2	32.47	1.1909	growth			
74	LSBI023	LCHA118	leading	Chauvel Reef/St. Bee's Island	1/02/2023	16/06/2023	135	28.5	241	2	29.76	0.9749	growth			
74	LSBI023	LCHA118	leading	Chauvel Reef/St. Bee's Island	1/02/2023	16/06/2023	135	28.5	241	2	28.73	0.7357	growth			
74	LSBI023	LCHA118	leading	Chauvel Reef/St. Bee's Island	1/02/2023	16/06/2023	135	28.5	241	2	29.48	0.8033	growth			
74	LSBI023	LCHA118	leading	Chauvel Reef/St. Bee's Island	1/02/2023	16/06/2023	135	28.5	241	2	31.46	0.9018	growth			
74	LSBI023	LCHA118	leading	Chauvel Reef/St. Bee's Island	1/02/2023	16/06/2023	135	28.5	241	2	30.79	0.8783	growth			
74	LSBI023	LCHA118	leading	Chauvel Reef/St. Bee's Island	1/02/2023	16/06/2023	135	28.5	241	2	27.35	0.7204	growth			
74	LSBI023	LCHA118	leading	Chauvel Reef/St. Bee's Island	1/02/2023	16/06/2023	135	28.5	241	2	25.09	0.6117	growth			
74	LSBI023	LCHA118	leading	Chauvel Reef/St. Bee's Island	1/02/2023	16/06/2023	135	28.5	241	2	26.68	0.6347	growth			
74	LSBI023	LCHA118	leading	Chauvel Reef/St. Bee's Island	1/02/2023	16/06/2023	135	28.5	241	2	29.55	0.7418	growth			
74	LSBI023	LCHA118	leading	Chauvel Reef/St. Bee's Island	1/02/2023	16/06/2023	135	28.5	241	2	29.48	0.8371	growth			
74	LSBI023	LCHA118	leading	Chauvel Reef/St. Bee's Island	1/02/2023	16/06/2023	135	28.5	241	2	16.16	0.1380	growth			
74	LSBI023	LCHA118	leading	Chauvel Reef/St. Bee's Island	1/02/2023	1/06/2023	120	28.5	241	2	32.14	1.2015	CTmax			
74	LSBI023	LCHA118	leading	Chauvel Reef/St. Bee's Island	1/02/2023	1/06/2023	120	28.5	241	2	30.92	0.9582	CTmax			
74	LSBI023	LCHA118	leading	Chauvel Reef/St. Bee's Island	1/02/2023	1/06/2023	120	28.5	241	2	36.42	1.6400	CTmax			
74	LSBI023	LCHA118	leading	Chauvel Reef/St. Bee's Island	1/02/2023	1/06/2023	120	28.5	241	2	31.62	0.9624	CTmax			
74	LSBI023	LCHA118	leading	Chauvel Reef/St. Bee's Island	1/02/2023	1/06/2023	120	28.5	241	2	32.47	1.2492	CTmax			
74	LSBI023	LCHA118	leading	Chauvel Reef/St. Bee's Island	1/02/2023	16/06/2023	135	28.5	144	1	32.63	1.0630	growth			
74	LSBI023	LCHA118	leading	Chauvel Reef/St. Bee's Island	1/02/2023	16/06/2023	135	28.5	144	1	35.06	1.3690	growth			
74	LSBI023	LCHA118	leading	Chauvel Reef/St. Bee's Island	1/02/2023	16/06/2023	135	28.5	144	1	36.59	1.5527	growth			
74	LSBI023	LCHA118	leading	Chauvel Reef/St. Bee's Island	1/02/2023	16/06/2023	135	28.5	144	1	28.11	0.6836	growth			
74	LSBI023	LCHA118	leading	Chauvel Reef/St. Bee's Island	1/02/2023	16/06/2023	135	28.5	144	1	25.97	0.4786	growth			
74	LSBI023	LCHA118	leading	Chauvel Reef/St. Bee's Island	1/02/2023	16/06/2023	135	28.5	144	1	20.00	0.2650	growth			
74	LSBI023	LCHA118	leading	Chauvel Reef/St. Bee's Island	1/02/2023	9/06/2023	128	28.5	144	1	30.53	0.9818	CTmax			
74	LSBI023	LCHA118	leading	Chauvel Reef/St. Bee's Island	1/02/2023	9/06/2023	128	28.5	144	1	29.81	1.0435	CTmax			
74	LSBI023	LCHA118	leading	Chauvel Reef/St. Bee's Island	1/02/2023	9/06/2023	128	28.5	144	1	31.65	1.2383	CTmax			
74	LSBI023	LCHA118	leading	Chauvel Reef/St. Bee's Island	1/02/2023	9/06/2023	128	28.5	144	1	31.96	1.2475	CTmax			
74	LSBI023	LCHA118	leading	Chauvel Reef/St. Bee's Island	1/02/2023	9/06/2023	128	28.5	144	1	34.93	1.7808	CTmax			
74	LSBI023	LCHA118	leading	Chauvel Reef/St. Bee's Island	1/02/2023	16/06/2023	135	28.5	144	1	42.43	2.9238	Resp			
74	LSBI023	LCHA118	leading	Chauvel Reef/St. Bee's Island	1/02/2023	16/06/2023	135	28.5	144	1	33.06	1.3187	Resp			
74	LSBI023	LCHA118	leading	Chauvel Reef/St. Bee's Island	1/02/2023	16/06/2023	135	30	230	2	35.69	1.8540	growth			
74	LSBI023	LCHA118	leading	Chauvel Reef/St. Bee's Island	1/02/2023	16/06/2023	135	30	230	2	34.24	1.2623	growth			
74	LSBI023	LCHA118	leading	Chauvel Reef/St. Bee's Island	1/02/2023	16/06/2023	135	30	230	2	33.69	1.3457	growth			
74	LSBI023	LCHA118	leading	Chauvel Reef/St. Bee's Island	1/02/2023	16/06/2023	135	30	230	2	28.80	0.9492	growth			
74	LSBI023	LCHA118	leading	Chauvel Reef/St. Bee's Island	1/02/2023	16/06/2023	135	30	230	2	27.71	0.6765	growth			
74	LSBI023	LCHA118	leading	Chauvel Reef/St. Bee's Island	1/02/2023	16/06/2023	135	30	230	2	39.01	2.5830	LN			
74	LSBI023	LCHA118	leading	Chauvel Reef/St. Bee's Island	1/02/2023	16/06/2023	135	30	230	2	34.67	1.7570	LN			
74	LSBI023	LCHA118	leading	Chauvel Reef/St. Bee's Island	1/02/2023	16/06/2023	135	30	230	2	30.13	1.1200	LN			
74	LSBI023	LCHA118	leading	Chauvel Reef/St. Bee's Island	1/02/2023	1/06/2023	120	30	230	2	33.22	1.3889	CTmax			
74	LSBI023	LCHA118	leading	Chauvel Reef/St. Bee's Island	1/02/2023	1/06/2023	120	30	230	2	35.95	1.6527	CTmax			
74	LSBI023	LCHA118	leading	Chauvel Reef/St. Bee's Island	1/02/2023	1/06/2023	120	30	230	2	34.45	1.3347	CTmax			
74	LSBI023	LCHA118	leading	Chauvel Reef/St. Bee's Island	1/02/2023	1/06/2023	120	30	230	2	36.78	1.8984	CTmax			
74	LSBI023	LCHA118	leading	Chauvel Reef/St. Bee's Island	1/02/2023	1/06/2023	120	30	230	2	30.08	0.9185	CTmax			
74	LSBI023	LCHA118	leading	Chauvel Reef/St. Bee's Island	1/02/2023	16/06/2023	135	30	153	1	36.67	1.5699	growth			
74	LSBI023	LCHA118	leading	Chauvel Reef/St. Bee's Island	1/02/2023	16/06/2023	135	30	153	1	36.91	1.5485	growth			
74	LSBI023	LCHA118	leading	Chauvel Reef/St. Bee's Island	1/02/2023	16/06/2023	135	30	153	1	37.22	1.6796	growth			
74	LSBI023	LCHA118	leading	Chauvel Reef/St. Bee's Island	1/02/2023	16/06/2023	135	30	153	1	34.49	1.2843	growth			
74	LSBI023	LCHA118	leading	Chauvel Reef/St. Bee's Island	1/02/2023	16/06/2023	135	30	153	1	34.81	1.1824	growth			
74	LSBI023	LCHA118	leading	Chauvel Reef/St. Bee's Island	1/02/2023	16/06/2023	135	30	153	1	34.25	1.2577	growth			
74	LSBI023	LCHA118	leading	Chauvel Reef/St. Bee's Island	1/02/2023	16/06/2023	135	30	153	1	32.32	1.1282	growth			
74	LSBI023	LCHA118	leading	Chauvel Reef/St. Bee's Island	1/02/2023	16/06/2023	135	30	153	1	35.29	1.3148	growth			
74	LSBI023	LCHA118	leading	Chauvel Reef/St. Bee's Island	1/02/2023	16/06/2023	135	30	153	1	30.94	0.9425	growth			
74	LSBI023	LCHA118	leading	Chauvel Reef/St. Bee's Island	1/02/2023	16/06/2023	135	30	153	1	25.80	0.5236	growth			
74	LSBI023	LCHA118	leading	Chauvel Reef/St. Bee's Island	1/02/2023	16/06/2023	135	30	153	1	31.55	1.0604	growth			
74	LSBI023	LCHA118	leading	Chauvel Reef/St. Bee's Island	1/02/2023	16/06/2023	135	30	153	1	27.41	0.5905	growth			
74	LSBI023	LCHA118	leading	Chauvel Reef/St. Bee's Island	1/02/2023	16/06/2023	135	30	153	1	26.44	0.5480	growth			
74	LSBI023	LCHA118	leading	Chauvel Reef/St. Bee's Island	1/02/2023	9/06/2023	128	30	153	1	27.24	0.8077	CTmax			
74	LSBI023	LCHA118	leading	Chauvel Reef/St. Bee's Island	1/02/2023	9/06/2023	128	30	153	1	30.04	0.8827	CTmax			
74	LSBI023	LCHA118	leading	Chauvel Reef/St. Bee's Island	1/02/2023	9/06/2023	128	30	153	1	32.87	1.4716	CTmax			
74	LSBI023	LCHA118	leading	Chauvel Reef/St. Bee's Island	1/02/2023	9/06/2023	128	30	153	1	33.11	1.4550	CTmax			
74	LSBI023	LCHA118	leading	Chauvel Reef/St. Bee's Island	1/02/2023	9/06/2023	128	30	153	1	33.10	1.5116	CTmax			
74	LSBI023	LCHA118	leading	Chauvel Reef/St. Bee's Island	1/02/2023	10/06/2023	129	30	230	1	32.23	1.2511	Resp			
74	LSBI023	LCHA118	leading	Chauvel Reef/St. Bee's Island	1/02/2023	10/06/2023	129	30	230	1	33.46	1.3878	Resp			
74	LSBI023	LCHA118	leading	Chauvel Reef/St. Bee's Island	1/02/2023	16/06/2023	135	31.5	227	1	32.82	1.5250	LN			
74	LSBI023	LCHA118	leading	Chauvel Reef/St. Bee's Island	1/02/2023	16/06/2023	135	31.5	227	1	31.09	1.1500	LN			
74	LSBI023	LCHA118	leading	Chauvel Reef/St. Bee's Island	1/02/2023	16/06/2023	135	31.5	227	1	38.35	0.9390	LN			
74	LSBI023	LCHA118	leading	Chauvel Reef/St. Bee's Island	1/02/2023	16/06/2023	135	31.5	227	1	25.20	0.6585	growth			
74	LSBI023	LCHA118	leading	Chauvel Reef/St. Bee's Island	1/02/2023	16/06/2023	135	31.5	227	1	26.11	0.5575	growth			
74	LSBI023	LCHA118	leading	Chauvel Reef/St. Bee's Island	1/02/2023	16/06/2023	135	31.5	227	1	30.57	1.0008	growth			
74	LSBI023	LCHA118	leading	Chauvel Reef/St. Bee's Island	1/02/2023	16/06/2023	135	31.5	227	1	29.16	0.7872	growth			
74	LSBI023	LCHA118	leading	Chauvel Reef/St. Bee's Island	1/02/2023	16/06/2023	135	31.5	227	1	24.45	0.5579	growth			
74	LSBI023	LCHA118	leading	Chauvel Reef/St. Bee's Island	1/02/2023	16/06/2023	135	31.5	227	1	19.66	0.2434	growth			
74	LSBI023	LCHA118	leading	Chauvel Reef/St. Bee's Island	1/02/2023	1/06/2023	120	31.5	227	1	na	na	CTmax			
74	LSBI023	LCHA118	leading	Chauvel Reef/St. Bee's Island	1/02/2023	1/06/2023	120	31.5	227	1	29.91	0.9345	CTmax			
74	LSBI023	LCHA118	leading	Chauvel Reef/St. Bee's Island	1/02/2023	1/06/2023	120	31.5	227	1	27.84	0.9035	CTmax			
74	LSBI023	LCHA118	leading	Chauvel Reef/St. Bee's Island	1/02/2023	1/06/2023	120	31.5	227	1	24.58	0.5586	CTmax			
74	LSBI023	LCHA118	leading	Chauvel Reef/St. Bee's Island	1/02/2023	1/06/2023	120	31.5	227	1	29.27	1.0115	CTmax			
74	LSBI023	LCHA118	leading	Chauvel Reef/St. Bee's Island	1/02/2023	9/06/2023	128	31.5	227	2	26.05	0.7591	CTmax			
74	LSBI023	LCHA118	leading	Chauvel Reef/St. Bee's Island	1/02/2023	9/06/2023	128	31.5	227	2	25.85	0.7031	CTmax			
74	LSBI023	LCHA118	leading	Chauvel Reef/St. Bee's Island	1/02/2023	9/06/2023	128	31.5	227	2	26.87	0.7995	CTmax			
74	LSBI023	LCHA118	leading	Chauvel Reef/St. Bee's Island	1/02/2023	9/06/2023	128	31.5	227	2	33.94	1.4586	CTmax			
74	LSBI023	LCHA118	leading	Chauvel Reef/St. Bee's Island	1/02/2023	9/06/2023	128	31.5	227	2	31.81	1.2839	CTmax			
74	LSBI023	LCHA118	leading	Chauvel Reef/St. Bee's Island	1/02/2023	10/06/2023	129	31.5	227	1	29.61	0.9628	Resp			
74	LSBI023	LCHA118	leading	Chauvel Reef/St. Bee's Island	1/02/2023	10/06/2023	129	31.5	227	1	30.75	1.1249	Resp			
75	LSBI034	LCHA120	leading	Chauvel Reef/St. Bee's Island	2/02/2023	16/06/2023	134	28.5	348	1	34.13	1.6300	LN			
75	LSBI034	LCHA120	leading	Chauvel Reef/St. Bee's Island	2/02/2023	16/06/2023	134	28.5	348	1	32.20	1.3060	LN			
75	LSBI034	LCHA120	leading	Chauvel Reef/St. Bee's Island	2/02/2023	16/06/2023	134	28.5	348	1	29.08	0.9560	LN			
75	LSBI034	LCHA120	leading	Chauvel Reef/St. Bee's Island	2/02/2023	16/06/2023	134	28.5	348	1	34.21	1.2943	growth			
75	LSBI034	LCHA120	leading	Chauvel Reef/St. Bee's Island	2/02/2023	16/06/2023	134	28.5	348	1	32.35	1.0804	growth			
75	LSBI034	LCHA120	leading	Chauvel Reef/St. Bee's Island	2/02/2023	16/06/2023	134	28.5	348	1	32.69	1.0585	growth			
75	LSBI034	LCHA120	leading	Chauvel Reef/St. Bee's Island	2/02/2023	16/06/2023	134	28.5	348	1	35.42	1.3823	growth			
75	LSBI034	LCHA120	leading	Chauvel Reef/St. Bee's Island	2/02/2023	16/06/2023	134	28.5	348	1	34.90	1.2463	growth			
75	LSBI034	LCHA120	leading	Chauvel Reef/St. Bee's Island	2/02/2023	16/06/2023	134	28.5	348	1	30.52	0.9333	growth			
75	LSBI034	LCHA120	leading	Chauvel Reef/St. Bee's Island	2/02/2023	16/06/2023	134	28.5	348	1	28.50	0.7224	growth			
75	LSBI034	LCHA120	leading	Chauvel Reef/St. Bee's Island	2/02/2023	16/06/2023	134	28.5	348	1	30.42	0.8602	growth			
75	LSBI034	LCHA120	leading	Chauvel Reef/St. Bee's Island	2/02/2023	16/06/2023	134	28.5	348	1	25.36	0.5024	growth			
75	LSBI034	LCHA120	leading	Chauvel Reef/St. Bee's Island	2/02/2023	16/06/2023	134	28.5	348	1	28.95	0.8556	growth			
75	LSBI034	LCHA120	leading	Chauvel Reef/St. Bee's Island	2/02/2023	16/06/2023	134	28.5	348	1	24.06	0.5058	growth			
75	LSBI034	LCHA120	leading	Chauvel Reef/St. Bee's Island	2/02/2023	16/06/2023	134	28.5	348	1	23.95	0.4042	growth			
75	LSBI034	LCHA120	leading	Chauvel Reef/St. Bee's Island	2/02/2023	1/06/2023	119	28.5	348	1	25.53	0.4900	CTmax			
75	LSBI034	LCHA120	leading	Chauvel Reef/St. Bee's Island	2/02/2023	1/06/2023	119	28.5	348	1	28.92	0.7868	CTmax			
75	LSBI034	LCHA120	leading	Chauvel Reef/St. Bee's Island	2/02/2023	1/06/2023	119	28.5	348	1	32.24	1.0857	CTmax			
75	LSBI034	LCHA120	leading	Chauvel Reef/St. Bee's Island	2/02/2023	1/06/2023	119	28.5	348	1	27.80	0.6703	CTmax			
75	LSBI034	LCHA120	leading	Chauvel Reef/St. Bee's Island	2/02/2023	1/06/2023	119	28.5	348	1	28.01	0.7619	CTmax			
75	LSBI034	LCHA120	leading	Chauvel Reef/St. Bee's Island	2/02/2023	16/06/2023	134	28.5	139	2	29.77	0.9600	growth			
75	LSBI034	LCHA120	leading	Chauvel Reef/St. Bee's Island	2/02/2023	16/06/2023	134	28.5	139	2	31.82	0.9290	growth			
75	LSBI034	LCHA120	leading	Chauvel Reef/St. Bee's Island	2/02/2023	16/06/2023	134	28.5	139	2	30.85	0.8955	growth			
75	LSBI034	LCHA120	leading	Chauvel Reef/St. Bee's Island	2/02/2023	16/06/2023	134	28.5	139	2	30.28	0.7492	growth			
75	LSBI034	LCHA120	leading	Chauvel Reef/St. Bee's Island	2/02/2023	16/06/2023	134	28.5	139	2	32.24	1.0065	growth			
75	LSBI034	LCHA120	leading	Chauvel Reef/St. Bee's Island	2/02/2023	16/06/2023	134	28.5	139	2	33.31	1.2233	growth			
75	LSBI034	LCHA120	leading	Chauvel Reef/St. Bee's Island	2/02/2023	16/06/2023	134	28.5	139	2	26.85	0.6104	growth			
75	LSBI034	LCHA120	leading	Chauvel Reef/St. Bee's Island	2/02/2023	16/06/2023	134	28.5	139	2	31.23	0.9506	growth			
75	LSBI034	LCHA120	leading	Chauvel Reef/St. Bee's Island	2/02/2023	16/06/2023	134	28.5	139	2	32.09	1.0514	growth			
75	LSBI034	LCHA120	leading	Chauvel Reef/St. Bee's Island	2/02/2023	16/06/2023	134	28.5	139	2	33.35	1.1771	growth			
75	LSBI034	LCHA120	leading	Chauvel Reef/St. Bee's Island	2/02/2023	16/06/2023	134	28.5	139	2	28.44	0.8026	growth			
75	LSBI034	LCHA120	leading	Chauvel Reef/St. Bee's Island	2/02/2023	16/06/2023	134	28.5	139	2	29.87	0.8331	growth			
75	LSBI034	LCHA120	leading	Chauvel Reef/St. Bee's Island	2/02/2023	16/06/2023	134	28.5	139	2	25.74	0.4653	growth			
75	LSBI034	LCHA120	leading	Chauvel Reef/St. Bee's Island	2/02/2023	16/06/2023	134	28.5	139	2	20.73	0.2615	growth			
75	LSBI034	LCHA120	leading	Chauvel Reef/St. Bee's Island	2/02/2023	6/06/2023	124	28.5	139	2	27.97	0.8268	CTmax			
75	LSBI034	LCHA120	leading	Chauvel Reef/St. Bee's Island	2/02/2023	6/06/2023	124	28.5	139	2	30.71	1.1965	CTmax			
75	LSBI034	LCHA120	leading	Chauvel Reef/St. Bee's Island	2/02/2023	6/06/2023	124	28.5	139	2	32.11	1.2656	CTmax			
75	LSBI034	LCHA120	leading	Chauvel Reef/St. Bee's Island	2/02/2023	6/06/2023	124	28.5	139	2	34.20	1.5496	CTmax			
75	LSBI034	LCHA120	leading	Chauvel Reef/St. Bee's Island	2/02/2023	6/06/2023	124	28.5	139	2	30.77	1.2195	CTmax			
75	LSBI034	LCHA120	leading	Chauvel Reef/St. Bee's Island	2/02/2023	10/06/2023	128	28.5	139	2	33.34	1.3105	Resp			
75	LSBI034	LCHA120	leading	Chauvel Reef/St. Bee's Island	2/02/2023	10/06/2023	128	28.5	139	2	31.17	1.1260	Resp			
75	LSBI034	LCHA120	leading	Chauvel Reef/St. Bee's Island	2/02/2023	16/06/2023	134	30	134	2	30.13	0.7731	growth			
75	LSBI034	LCHA120	leading	Chauvel Reef/St. Bee's Island	2/02/2023	16/06/2023	134	30	134	2	34.30	1.1543	growth			
75	LSBI034	LCHA120	leading	Chauvel Reef/St. Bee's Island	2/02/2023	16/06/2023	134	30	134	2	29.00	0.7539	growth			
75	LSBI034	LCHA120	leading	Chauvel Reef/St. Bee's Island	2/02/2023	16/06/2023	134	30	134	2	39.04	1.7130	growth			
