CLUTCH_NUMBER	MALE	FEMALE	REGION	POPULATION	DATE_OF_HATCH	DATE_CTMAX	AGE_DAYS	TRAY_COL	DEV_TEMP	TANK	REP	EXP_TANK	TRAY_ORD	LENGTH	MASS	RAMP_START_TIME	LOE_TIME	LOE_mean_JMD	LOE_TEMP_SENSOR	LOE_TEMP_HOBO	TEMP_DIFF	SURVIVAL_TIME	HOBO_OFFSET	LOE_TEMP_HOBO_ACTUAL	FIL_TEMP_DIFF	LOE_MEAN_EAS	EXPERIMENT	NOTES		
56	CARL217	CARL226	core	Arlington Reef	12/01/2023	1/06/2023	140		28.5	137	2			34.33	1.3285	12:17:20 PM						#VALUE!				34.900	Resp			
99	CARL335	CARL359	core	Arlington Reef	23/02/2023	10/07/2023	137		30	234	1			35.02	1.7088	1:15:00 PM	7:08:00 PM					5:53:00				36.590	Resp			
99	CARL335	CARL359	core	Arlington Reef	23/02/2023	5/07/2023	132		28.5	342	2			30.24	0.9894	1:00:00 PM	6:43:00 PM					5:43:00				36.650	Resp			
96	CARL338	CARL345	core	Arlington Reef	23/02/2023	12/07/2023	139	red	28.5	238	2	6	5	32.29	1.3224	12:13:52 PM	6:04:00 PM		36.7	36.715	0.07	5:50:08	0.010	36.705	0.055	36.678	CTmax			
96	CARL338	CARL345	core	Arlington Reef	23/02/2023	6/07/2023	133	white	28.5	345	1	6	1	32.59	1.3328	11:43:22 AM	5:25:00 PM		36.7	36.661	-0.04	5:41:38	0.001	36.660	-0.040	36.680	CTmax			
96	CARL338	CARL345	core	Arlington Reef	23/02/2023	7/07/2023	134		28.5	238	2			35.56	1.7490	1:08:13 PM	6:51:00 PM					5:42:47				36.690	Resp			
108	CARL369	CARL349	core	Arlington Reef	5/03/2023	6/07/2023	123	white	28.5	344	2	4	2	23.17	0.4615	11:43:22 AM	5:24:00 PM		36.7	36.661	-0.04	5:40:38	-0.029	36.690	-0.010	36.695	CTmax	"Used logger from tank 6, this HOBO logger did not start recordeding until 10:30PM instead of 10:30AM"		
96	CARL338	CARL345	core	Arlington Reef	23/02/2023	6/07/2023	133	red	30	250	1	6	1	22.21	0.4312	11:43:22 AM	5:28:00 PM		36.7	36.742	0.04	5:44:38	0.001	36.741	0.041	36.721	CTmax			
96	CARL338	CARL345	core	Arlington Reef	23/02/2023	6/07/2023	133	red	30	250	1	6	3	30.95	1.1995	11:43:22 AM	5:28:00 PM		36.7	36.742	0.04	5:44:38	0.001	36.741	0.041	36.721	CTmax			
108	CARL369	CARL349	core	Arlington Reef	5/03/2023	6/07/2023	123	white	28.5	344	2	4	1	30.35	1.1130	11:43:22 AM	5:27:00 PM		36.7	36.715	0.02	5:43:38	-0.029	36.744	0.044	36.722	CTmax	"Used logger from tank 6, this HOBO logger did not start recordeding until 10:30PM instead of 10:30AM"		
99	CARL335	CARL359	core	Arlington Reef	23/02/2023	6/07/2023	133	white	28.5	342	1	2	1	30.54	1.2308	11:43:22 AM	5:25:00 PM		36.7	36.824	0.12	5:41:38	0.077	36.747	0.047	36.724	CTmax			
99	CARL335	CARL359	core	Arlington Reef	23/02/2023	6/07/2023	133	white	28.5	342	1	2	4	35.58	1.8944	11:43:22 AM	5:25:00 PM		36.7	36.824	0.12	5:41:38	0.077	36.747	0.047	36.724	CTmax			
99	CARL335	CARL359	core	Arlington Reef	23/02/2023	6/07/2023	133	white	28.5	342	1	2	3	31.76	1.2834	11:43:22 AM	5:27:00 PM		36.7	36.851	0.15	5:43:38	0.077	36.774	0.074	36.737	CTmax			
99	CARL335	CARL359	core	Arlington Reef	23/02/2023	6/07/2023	133	white	28.5	342	1	2	5	31.95	1.2918	11:43:22 AM	5:27:00 PM		36.7	36.851	0.15	5:43:38	0.077	36.774	0.074	36.737	CTmax			
96	CARL338	CARL345	core	Arlington Reef	23/02/2023	7/07/2023	134		28.5	238	2			33.70	1.4824	1:08:13 PM	6:56:00 PM					5:47:47				36.770	Resp			
96	CARL338	CARL345	core	Arlington Reef	23/02/2023	7/07/2023	134		30	233	2			28.29	0.8216	1:08:13 PM	6:57:00 PM					5:48:47				36.780	Resp			
96	CARL338	CARL345	core	Arlington Reef	23/02/2023	12/07/2023	139	red	28.5	238	2	6	4	31.02	1.2379	12:13:52 PM	6:09:00 PM			36.796		5:55:08	0.010	36.786		36.786	CTmax			
96	CARL338	CARL345	core	Arlington Reef	23/02/2023	12/07/2023	139	red	28.5	238	2	6	3	31.33	1.3210	12:13:52 PM	6:09:00 PM			36.796		5:55:08	0.010	36.786		36.786	CTmax			
96	CARL338	CARL345	core	Arlington Reef	23/02/2023	12/07/2023	139	red	28.5	238	2	6	1	32.89	1.4783	12:13:52 PM	6:09:00 PM			36.796		5:55:08	0.010	36.786		36.786	CTmax			
108	CARL369	CARL349	core	Arlington Reef	5/03/2023	6/07/2023	123	white	28.5	344	2	4	4	30.65	1.1814	11:43:22 AM	5:32:00 PM		36.8	36.796	0.05	5:48:38	-0.029	36.825	0.075	36.788	CTmax	"Used logger from tank 6, this HOBO logger did not start recordeding until 10:30PM instead of 10:30AM"		
99	CARL335	CARL359	core	Arlington Reef	23/02/2023	13/07/2023	140	blue	28.5	342	2	4	1	30.01	1.1308	11:50:15 AM	5:38:00 PM		36.9	36.756	-0.09	5:47:45	0.018	36.738	-0.112	36.794	CTmax			
99	CARL335	CARL359	core	Arlington Reef	23/02/2023	13/07/2023	140	blue	28.5	342	2	4	5	33.31	1.5401	11:50:15 AM	5:38:00 PM		36.9	36.756	-0.09	5:47:45	0.018	36.738	-0.112	36.794	CTmax			
96	CARL338	CARL345	core	Arlington Reef	23/02/2023	6/07/2023	133	white	28.5	345	1	6	5	31.77	1.3273	11:43:22 AM	5:32:00 PM		36.8	36.796	0.00	5:48:38	0.001	36.795	-0.005	36.798	CTmax			
96	CARL338	CARL345	core	Arlington Reef	23/02/2023	6/07/2023	133	white	28.5	345	1	6	2	32.79	1.5218	11:43:22 AM	5:32:00 PM		36.8	36.796	0.00	5:48:38	0.001	36.795	-0.005	36.798	CTmax			
96	CARL338	CARL345	core	Arlington Reef	23/02/2023	6/07/2023	133	white	28.5	345	1	6	4	33.91	1.5448	11:43:22 AM	5:32:00 PM		36.8	36.796	0.00	5:48:38	0.001	36.795	-0.005	36.798	CTmax			
108	CARL369	CARL349	core	Arlington Reef	5/03/2023	6/07/2023	123	white	28.5	344	2	4	3	29.87	1.1177	11:43:22 AM	5:30:00 PM		36.8	36.769	-0.03	5:46:38	-0.029	36.798	-0.002	36.799	CTmax	"Used logger from tank 6, this HOBO logger did not start recordeding until 10:30PM instead of 10:30AM"		
108	CARL369	CARL349	core	Arlington Reef	5/03/2023	6/07/2023	123	white	28.5	344	2	4	5	32.63	1.4314	11:43:22 AM	5:30:00 PM		36.8	36.769	-0.03	5:46:38	-0.029	36.798	-0.002	36.799	CTmax	"Used logger from tank 6, this HOBO logger did not start recordeding until 10:30PM instead of 10:30AM"		
96	CARL338	CARL345	core	Arlington Reef	23/02/2023	13/07/2023	140		30	233	2			29.34	0.9631	11:45:00 AM	5:40:00 PM					5:55:00				36.810	Resp			
99	CARL335	CARL359	core	Arlington Reef	23/02/2023	6/07/2023	133	white	28.5	342	1	2	2	36.10	2.0852	11:43:22 AM	5:31:00 PM		36.8	36.960	0.16	5:47:38	0.077	36.883	0.083	36.842	CTmax			
99	CARL335	CARL359	core	Arlington Reef	23/02/2023	6/07/2023	133	red	30	234	1	2	5	28.78	0.9182	11:43:22 AM	6:58:00 PM		36.8	36.905	0.11	7:14:38	0.010	36.895	0.095	36.848	CTmax			
99	CARL335	CARL359	core	Arlington Reef	23/02/2023	6/07/2023	133	red	30	234	1	2	4	34.16	1.5254	11:43:22 AM	6:58:00 PM		36.8	36.905	0.11	7:14:38	0.010	36.895	0.095	36.848	CTmax			
99	CARL335	CARL359	core	Arlington Reef	23/02/2023	10/07/2023	137		30	234	1			40.26	2.2131	1:15:00 PM	7:24:00 PM					6:09:00				36.850	Resp			
108	CARL369	CARL349	core	Arlington Reef	5/03/2023	6/07/2023	123		28.5	236	1			33.09	1.3290	11:43:22 AM	5:31:00 PM					5:47:38				36.880	Resp			
108	CARL369	CARL349	core	Arlington Reef	5/03/2023	13/07/2023	130	blue	28.5	236	1	3	4	25.06	0.6129	11:50:15 AM	5:41:00 PM			36.905		5:50:45	0.023	36.882		36.882	CTmax			
99	CARL335	CARL359	core	Arlington Reef	23/02/2023	13/07/2023	140	red	31.5	258	1	4	5	26.76	0.7508	11:50:15 AM	5:41:00 PM		37.0	36.796	-0.20	5:50:45	0.018	36.778	-0.222	36.889	CTmax			
96	CARL338	CARL345	core	Arlington Reef	23/02/2023	12/07/2023	139	white	30	233	2	6	1	25.22	0.6884	12:13:52 PM	6:16:00 PM			36.905		6:02:08	0.010	36.895		36.895	CTmax			
99	CARL335	CARL359	core	Arlington Reef	23/02/2023	5/07/2023	132		28.5	342	2			33.91	1.5155	1:00:00 PM	7:01:00 PM					6:01:00				36.900	Resp			
99	CARL335	CARL359	core	Arlington Reef	23/02/2023	13/07/2023	140	blue	28.5	342	2	4	2	33.12	1.4294	11:50:15 AM	5:44:00 PM		37.0	36.878	-0.07	5:53:45	0.018	36.860	-0.090	36.905	CTmax			
96	CARL338	CARL345	core	Arlington Reef	23/02/2023	6/07/2023	133	red	30	250	1	6	5	28.21	0.9454	11:43:22 AM	5:39:00 PM		36.9	36.933	0.03	5:55:38	0.001	36.932	0.032	36.916	CTmax			
96	CARL338	CARL345	core	Arlington Reef	23/02/2023	14/07/2023	141		30	233	2			34.49	1.5760	11:30:00 AM	5:37:00 PM					6:07:00				36.930	Resp			
96	CARL338	CARL345	core	Arlington Reef	23/02/2023	14/07/2023	141		31.5	157	1			33.95	1.7159	11:30:00 AM	5:37:00 PM					6:07:00				36.930	Resp			
99	CARL335	CARL359	core	Arlington Reef	23/02/2023	5/07/2023	132		31.5	324	2			36.12	1.8135	1:00:00 PM	7:04:00 PM					6:04:00				36.950	Resp			
108	CARL369	CARL349	core	Arlington Reef	5/03/2023	6/07/2023	123		28.5	236	1			33.65	1.5510	11:43:22 AM	5:37:00 PM					5:53:38				36.950	Resp			
108	CARL369	CARL349	core	Arlington Reef	5/03/2023	6/07/2023	123		30	354	1			35.35	1.8263	11:43:22 AM	5:37:00 PM					5:53:38				36.950	Resp			
99	CARL335	CARL359	core	Arlington Reef	23/02/2023	13/07/2023	140	blue	28.5	342	2	4	3	31.87	1.4118	11:50:15 AM	5:49:00 PM			36.987		5:58:45	0.018	36.969		36.969	CTmax			
99	CARL335	CARL359	core	Arlington Reef	23/02/2023	13/07/2023	140	blue	28.5	342	2	4	4	34.06	1.6483	11:50:15 AM	5:49:00 PM			36.987		5:58:45	0.018	36.969		36.969	CTmax			
99	CARL335	CARL359	core	Arlington Reef	23/02/2023	13/07/2023	140	white	30	234	2	4	1	29.31	1.0072	11:50:15 AM	5:51:00 PM			36.987		6:00:45	0.018	36.969		36.969	CTmax			
99	CARL335	CARL359	core	Arlington Reef	23/02/2023	13/07/2023	140	white	30	234	2	4	4	32.26	1.4271	11:50:15 AM	5:51:00 PM			36.987		6:00:45	0.018	36.969		36.969	CTmax			
99	CARL335	CARL359	core	Arlington Reef	23/02/2023	13/07/2023	140	red	31.5	258	1	4	4	33.71	1.6623	11:50:15 AM	5:51:00 PM			36.987		6:00:45	0.018	36.969		36.969	CTmax			
99	CARL335	CARL359	core	Arlington Reef	23/02/2023	13/07/2023	140	red	31.5	258	1	4	3	34.31	1.7537	11:50:15 AM	5:51:00 PM			36.987		6:00:45	0.018	36.969		36.969	CTmax			
108	CARL369	CARL349	core	Arlington Reef	5/03/2023	6/07/2023	123		30	354	1			28.76	0.9519	11:43:22 AM	5:37:00 PM					5:53:38				36.970	Resp			
96	CARL338	CARL345	core	Arlington Reef	23/02/2023	12/07/2023	139	red	28.5	238	2	6	2	38.20	2.2029	12:13:52 PM	6:20:00 PM		37.0	36.987	-0.01	6:06:08	0.010	36.977	-0.023	36.989	CTmax			
96	CARL338	CARL345	core	Arlington Reef	23/02/2023	12/07/2023	139	white	30	233	2	6	2	26.36	0.7597	12:13:52 PM	6:20:00 PM		37.0	36.987	-0.01	6:06:08	0.010	36.977	-0.023	36.989	CTmax			
96	CARL338	CARL345	core	Arlington Reef	23/02/2023	12/07/2023	139	white	30	233	2	6	3	34.44	1.5989	12:13:52 PM	6:20:00 PM		37.0	36.987	-0.01	6:06:08	0.010	36.977	-0.023	36.989	CTmax			
96	CARL338	CARL345	core	Arlington Reef	23/02/2023	6/07/2023	133	red	30	250	1	6	4	27.70	0.8307	11:43:22 AM	5:42:00 PM		37.0	36.987	-0.01	5:58:38	0.001	36.986	-0.014	36.993	CTmax			
108	CARL369	CARL349	core	Arlington Reef	5/03/2023	6/07/2023	123	red	30	354	1	4	3	31.16	1.2506	11:43:22 AM	5:44:00 PM		37.0	37.015	0.06	6:00:38	-0.029	37.044	0.094	36.997	CTmax	"Used logger from tank 6, this HOBO logger did not start recordeding until 10:30PM instead of 10:30AM"		
56	CARL217	CARL226	core	Arlington Reef	12/01/2023	1/06/2023	140	red	28.5	137	2	4	5	32.49	1.2557	12:17:20 PM	6:26:00 PM	37.00	37.0			6:08:40				37.000	CTmax			
56	CARL217	CARL226	core	Arlington Reef	12/01/2023	1/06/2023	140	red	28.5	137	2	4	2	38.75	1.9398	12:17:20 PM	6:26:00 PM	37.00	37.0			6:08:40				37.000	CTmax			
99	CARL335	CARL359	core	Arlington Reef	23/02/2023	6/07/2023	133	red	30	234	1	2	3	26.90	0.8021	11:43:22 AM	7:02:00 PM		37.0	37.015	0.02	7:18:38	0.010	37.005	0.005	37.003	CTmax			
99	CARL335	CARL359	core	Arlington Reef	23/02/2023	6/07/2023	133	red	30	234	1	2	2	36.10	1.4686	11:43:22 AM	7:02:00 PM		37.0	37.015	0.02	7:18:38	0.010	37.005	0.005	37.003	CTmax			
108	CARL369	CARL349	core	Arlington Reef	5/03/2023	13/07/2023	130	white	30	330	2	3	1	34.55	1.7946	11:50:15 AM	5:50:00 PM			37.042		5:59:45	0.023	37.019		37.019	CTmax			
99	CARL335	CARL359	core	Arlington Reef	23/02/2023	13/07/2023	140	red	31.5	258	1	4	2	38.80	2.6426	11:50:15 AM	5:56:00 PM			37.042		6:05:45	0.018	37.024		37.024	CTmax			
99	CARL335	CARL359	core	Arlington Reef	23/02/2023	6/07/2023	133	red	30	234	1	2	1	32.45	1.4141	11:43:22 AM	7:07:00 PM		37.0	37.069	0.07	7:23:38	0.010	37.059	0.059	37.030	CTmax			
99	CARL335	CARL359	core	Arlington Reef	23/02/2023	13/07/2023	140	white	30	234	2	4	3	29.94	1.0710	11:50:15 AM	5:53:00 PM			37.069		6:02:45	0.018	37.051		37.051	CTmax			
99	CARL335	CARL359	core	Arlington Reef	23/02/2023	13/07/2023	140	white	30	234	2	4	5	34.05	1.6064	11:50:15 AM	5:53:00 PM			37.069		6:02:45	0.018	37.051		37.051	CTmax			
56	CARL217	CARL226	core	Arlington Reef	12/01/2023	6/06/2023	145	white	30	131	2	4	2	34.51	1.5169	10:33:39 AM	5:08:00 PM			37.069		6:34:21	0.007	37.062		37.062	CTmax			
108	CARL369	CARL349	core	Arlington Reef	5/03/2023	6/07/2023	123	red	30	354	1	4	4	32.19	1.3996	11:43:22 AM	5:50:00 PM		37.0	37.096	0.10	6:06:38	-0.029	37.125	0.125	37.063	CTmax	"Used logger from tank 6, this HOBO logger did not start recordeding until 10:30PM instead of 10:30AM"		
99	CARL335	CARL359	core	Arlington Reef	23/02/2023	6/07/2023	133	blue	31.5	324	2	2	4	29.58	1.0675	11:43:22 AM	5:48:00 PM		37.0	37.206	0.21	6:04:38	0.077	37.129	0.129	37.065	CTmax			
99	CARL335	CARL359	core	Arlington Reef	23/02/2023	6/07/2023	133	blue	31.5	324	2	2	2	31.32	1.2576	11:43:22 AM	5:48:00 PM		37.0	37.206	0.21	6:04:38	0.077	37.129	0.129	37.065	CTmax			
96	CARL338	CARL345	core	Arlington Reef	23/02/2023	7/07/2023	134		31.5	157	1			39.56	2.5064	1:08:13 PM	7:11:00 PM					6:02:47				37.070	Resp			
96	CARL338	CARL345	core	Arlington Reef	23/02/2023	6/07/2023	133	white	28.5	345	1	6	3	33.03	1.4357	11:43:22 AM	5:47:00 PM		37.1	37.042	-0.06	6:03:38	0.001	37.041	-0.059	37.071	CTmax			
96	CARL338	CARL345	core	Arlington Reef	23/02/2023	6/07/2023	133	red	30	250	1	6	2	34.79	1.9400	11:43:22 AM	5:47:00 PM		37.1	37.042	-0.06	6:03:38	0.001	37.041	-0.059	37.071	CTmax			
96	CARL338	CARL345	core	Arlington Reef	23/02/2023	6/07/2023	133	blue	31.5	157	1	6	3	29.20	1.1123	11:43:22 AM	5:47:00 PM		37.1	37.042	-0.06	6:03:38	0.001	37.041	-0.059	37.071	CTmax			
108	CARL369	CARL349	core	Arlington Reef	5/03/2023	13/07/2023	130	blue	28.5	236	1	3	1	27.07	0.8431	11:50:15 AM	5:52:00 PM			37.096		6:01:45	0.023	37.073		37.073	CTmax			
99	CARL335	CARL359	core	Arlington Reef	23/02/2023	13/07/2023	140	white	30	234	2	4	2	29.26	1.0303	11:50:15 AM	5:58:00 PM			37.096		6:07:45	0.018	37.078		37.078	CTmax			
99	CARL335	CARL359	core	Arlington Reef	23/02/2023	6/07/2023	133	blue	31.5	324	2	2	1	36.09	1.8633	11:43:22 AM	5:53:00 PM		37.0	37.288	0.34	6:09:38	0.077	37.211	0.261	37.081	CTmax			
99	CARL335	CARL359	core	Arlington Reef	23/02/2023	6/07/2023	133	blue	31.5	324	2	2	3	37.76	2.3868	11:43:22 AM	5:51:00 PM		37.0	37.261	0.26	6:07:38	0.077	37.184	0.184	37.092	CTmax			
96	CARL338	CARL345	core	Arlington Reef	23/02/2023	12/07/2023	139	white	30	233	2	6	5	25.29	0.6295	12:13:52 PM	6:27:00 PM		37.1	37.096	0.00	6:13:08	0.010	37.086	-0.014	37.093	CTmax			
56	CARL217	CARL226	core	Arlington Reef	12/01/2023	1/06/2023	140	red	28.5	137	2	4	3	31.88	1.1978	12:17:20 PM	6:29:00 PM	37.10	37.1			6:11:40				37.100	CTmax			
56	CARL217	CARL226	core	Arlington Reef	12/01/2023	1/06/2023	140	red	28.5	137	2	4	1	33.24	1.3392	12:17:20 PM	6:29:00 PM	37.10	37.1			6:11:40				37.100	CTmax			
56	CARL217	CARL226	core	Arlington Reef	12/01/2023	1/06/2023	140	red	28.5	137	2	4	4	35.47	1.7311	12:17:20 PM	6:29:00 PM	37.10	37.1			6:11:40				37.100	CTmax			
56	CARL217	CARL226	core	Arlington Reef	12/01/2023	1/06/2023	140	white	30	253	1	4	3	26.40	0.5658	12:17:20 PM	6:29:00 PM	37.10	37.1			6:11:40				37.100	CTmax			
56	CARL217	CARL226	core	Arlington Reef	12/01/2023	6/06/2023	145		30	131	2			34.51	1.5169	10:33:39 AM	5:09:00 PM					6:35:21				37.100	Resp			
108	CARL369	CARL349	core	Arlington Reef	5/03/2023	11/07/2023	128		31.5	254	1			35.61	1.7341	1:18:00 PM	7:30:00 PM					6:12:00				37.100	Resp			
108	CARL369	CARL349	core	Arlington Reef	5/03/2023	13/07/2023	130	blue	28.5	236	1	3	2	29.85	0.9604	11:50:15 AM	5:54:00 PM			37.124		6:03:45	0.023	37.101		37.101	CTmax			
108	CARL369	CARL349	core	Arlington Reef	5/03/2023	13/07/2023	130	white	30	330	2	3	3	32.85	1.4711	11:50:15 AM	5:54:00 PM			37.124		6:03:45	0.023	37.101		37.101	CTmax			
56	CARL217	CARL226	core	Arlington Reef	12/01/2023	6/06/2023	145		30	131	2			34.54	1.6646	10:33:39 AM	5:05:00 PM					6:31:21				37.130	Resp			
108	CARL369	CARL349	core	Arlington Reef	5/03/2023	11/07/2023	128		31.5	254	1			32.14	1.3871	1:18:00 PM	7:32:00 PM					6:14:00				37.130	Resp			
56	CARL217	CARL226	core	Arlington Reef	12/01/2023	1/06/2023	140		28.5	137	2			35.35	1.6737	12:17:20 PM	6:33:00 PM					6:15:40				37.140	Resp			
56	CARL217	CARL226	core	Arlington Reef	12/01/2023	1/06/2023	140		31.5	158	1			31.40	1.3004	12:17:20 PM	6:40:00 PM					6:22:40				37.140	Resp			
108	CARL369	CARL349	core	Arlington Reef	5/03/2023	6/07/2023	123	red	30	354	1	4	2	33.51	1.6424	11:43:22 AM	5:52:00 PM			37.124		6:08:38	-0.029	37.153		37.153	CTmax	"Used logger from tank 6, this HOBO logger did not start recordeding until 10:30PM instead of 10:30AM"		
108	CARL369	CARL349	core	Arlington Reef	5/03/2023	6/07/2023	123	blue	31.5	254	1	4	2	24.04	0.5952	11:43:22 AM	5:52:00 PM			37.124		6:08:38	-0.029	37.153		37.153	CTmax	"Used logger from tank 6, this HOBO logger did not start recordeding until 10:30PM instead of 10:30AM"		
108	CARL369	CARL349	core	Arlington Reef	5/03/2023	6/07/2023	123	blue	31.5	254	1	4	1	31.46	1.4141	11:43:22 AM	5:52:00 PM			37.124		6:08:38	-0.029	37.153		37.153	CTmax	"Used logger from tank 6, this HOBO logger did not start recordeding until 10:30PM instead of 10:30AM"		
108	CARL369	CARL349	core	Arlington Reef	5/03/2023	6/07/2023	123	blue	31.5	254	1	4	5	31.49	1.4310	11:43:22 AM	5:58:00 PM		37.1	37.206	0.11	6:14:38	-0.029	37.235	0.135	37.168	CTmax	"Used logger from tank 6, this HOBO logger did not start recordeding until 10:30PM instead of 10:30AM"		
96	CARL338	CARL345	core	Arlington Reef	23/02/2023	12/07/2023	139	white	30	233	2	6	4	31.90	1.4721	12:13:52 PM	6:30:00 PM		37.2	37.151	-0.05	6:16:08	0.010	37.141	-0.059	37.171	CTmax			
108	CARL369	CARL349	core	Arlington Reef	5/03/2023	13/07/2023	130	white	30	330	2	3	5	33.08	1.5814	11:50:15 AM	5:58:00 PM		37.2	37.178	-0.02	6:07:45	0.023	37.155	-0.045	37.178	CTmax			
108	CARL369	CARL349	core	Arlington Reef	5/03/2023	13/07/2023	130	white	30	330	2	3	2	35.34	1.8253	11:50:15 AM	5:58:00 PM		37.2	37.178	-0.02	6:07:45	0.023	37.155	-0.045	37.178	CTmax			
108	CARL369	CARL349	core	Arlington Reef	5/03/2023	6/07/2023	123	red	30	354	1	4	1	31.52	1.3378	11:43:22 AM	5:54:00 PM			37.151		6:10:38	-0.029	37.180		37.180	CTmax	"Used logger from tank 6, this HOBO logger did not start recordeding until 10:30PM instead of 10:30AM"		
108	CARL369	CARL349	core	Arlington Reef	5/03/2023	6/07/2023	123	red	30	354	1	4	5	31.41	1.3530	11:43:22 AM	5:54:00 PM			37.151		6:10:38	-0.029	37.180		37.180	CTmax	"Used logger from tank 6, this HOBO logger did not start recordeding until 10:30PM instead of 10:30AM"		
99	CARL335	CARL359	core	Arlington Reef	23/02/2023	5/07/2023	132		31.5	324	2			34.81	1.6044	1:00:00 PM	7:18:00 PM					6:18:00				37.190	Resp			
108	CARL369	CARL349	core	Arlington Reef	5/03/2023	13/07/2023	130	blue	28.5	236	1	3	5	32.78	1.4621	11:50:15 AM	6:01:00 PM			37.233		6:10:45	0.023	37.210		37.210	CTmax			
108	CARL369	CARL349	core	Arlington Reef	5/03/2023	13/07/2023	130	white	30	330	2	3	4	32.36	1.3183	11:50:15 AM	6:01:00 PM			37.233		6:10:45	0.023	37.210		37.210	CTmax			
99	CARL335	CARL359	core	Arlington Reef	23/02/2023	6/07/2023	133	blue	31.5	324	2	2	5	35.85	1.9695	11:43:22 AM	5:54:00 PM			37.288		6:10:38	0.077	37.211		37.211	CTmax			
99	CARL335	CARL359	core	Arlington Reef	23/02/2023	13/07/2023	140	red	31.5	258	1	4	1	34.19	1.7552	11:50:15 AM	6:02:00 PM		37.3	37.178	-0.12	6:11:45	0.018	37.160	-0.140	37.230	CTmax			
108	CARL369	CARL349	core	Arlington Reef	5/03/2023	13/07/2023	130	blue	28.5	236	1	3	3	35.76	1.8208	11:50:15 AM	6:03:00 PM			37.261		6:12:45	0.023	37.238		37.238	CTmax			
108	CARL369	CARL349	core	Arlington Reef	5/03/2023	13/07/2023	130	red	31.5	254	1	3	5	30.81	1.1646	11:50:15 AM	6:03:00 PM			37.261		6:12:45	0.023	37.238		37.238	CTmax			
108	CARL369	CARL349	core	Arlington Reef	5/03/2023	6/07/2023	123	blue	31.5	254	1	4	3	29.71	1.2158	11:43:22 AM	6:00:00 PM		37.2	37.261	0.06	6:16:38	-0.029	37.290	0.090	37.245	CTmax	"Used logger from tank 6, this HOBO logger did not start recordeding until 10:30PM instead of 10:30AM"		
56	CARL217	CARL226	core	Arlington Reef	12/01/2023	6/06/2023	145	white	30	131	2	4	5	27.17	0.8010	10:33:39 AM	5:19:30 PM			37.258		6:45:51	0.007	37.250		37.250	CTmax			
56	CARL217	CARL226	core	Arlington Reef	12/01/2023	6/06/2023	145	white	30	131	2	4	4	34.49	1.6060	10:33:39 AM	5:19:30 PM			37.258		6:45:51	0.007	37.250		37.250	CTmax			
56	CARL217	CARL226	core	Arlington Reef	12/01/2023	6/06/2023	145	white	30	131	2	4	3	35.84	1.8170	10:33:39 AM	5:19:30 PM			37.258		6:45:51	0.007	37.250		37.250	CTmax			
56	CARL217	CARL226	core	Arlington Reef	12/01/2023	6/06/2023	145	red	31.5	225	2	4	3	33.00	1.4209	10:33:39 AM	5:19:30 PM			37.258		6:45:51	0.007	37.250		37.250	CTmax			
108	CARL369	CARL349	core	Arlington Reef	5/03/2023	6/07/2023	123	blue	31.5	254	1	4	4	27.48	0.9212	11:43:22 AM	6:03:00 PM		37.2	37.288	0.09	6:19:38	-0.029	37.317	0.117	37.259	CTmax	"Used logger from tank 6, this HOBO logger did not start recordeding until 10:30PM instead of 10:30AM"		
108	CARL369	CARL349	core	Arlington Reef	5/03/2023	13/07/2023	130	red	31.5	254	1	3	2	29.30	1.0295	11:50:15 AM	6:07:00 PM			37.315		6:16:45	0.023	37.292		37.292	CTmax			
108	CARL369	CARL349	core	Arlington Reef	5/03/2023	13/07/2023	130	red	31.5	254	1	3	3	29.53	1.0970	11:50:15 AM	6:07:00 PM			37.315		6:16:45	0.023	37.292		37.292	CTmax			
108	CARL369	CARL349	core	Arlington Reef	5/03/2023	13/07/2023	130	red	31.5	254	1	3	1	35.20	1.8240	11:50:15 AM	6:07:00 PM			37.315		6:16:45	0.023	37.292		37.292	CTmax			
96	CARL338	CARL345	core	Arlington Reef	23/02/2023	6/07/2023	133	blue	31.5	157	1	6	4	32.32	1.6343	11:43:22 AM	6:02:00 PM		37.3	37.288	-0.01	6:18:38	0.001	37.287	-0.013	37.294	CTmax			
56	CARL217	CARL226	core	Arlington Reef	12/01/2023	1/06/2023	140	white	30	253	1	4	5	31.38	1.0319	12:17:20 PM	6:46:00 PM	37.30	37.3			6:28:40				37.300	CTmax			
56	CARL217	CARL226	core	Arlington Reef	12/01/2023	1/06/2023	140	white	30	253	1	4	4	30.34	1.0465	12:17:20 PM		37.30	37.3			#VALUE!				37.300	CTmax			
56	CARL217	CARL226	core	Arlington Reef	12/01/2023	1/06/2023	140	white	30	253	1	4	1	29.48	1.0542	12:17:20 PM		37.30	37.3			#VALUE!				37.300	CTmax			
56	CARL217	CARL226	core	Arlington Reef	12/01/2023	1/06/2023	140	white	30	253	1	4	2	30.90	1.1526	12:17:20 PM		37.30	37.3			#VALUE!				37.300	CTmax			
96	CARL338	CARL345	core	Arlington Reef	23/02/2023	6/07/2023	133	blue	31.5	157	1	6	5	35.68	2.0096	11:43:22 AM	6:04:00 PM		37.3	37.315	0.02	6:20:38	0.001	37.314	0.014	37.307	CTmax			
